washington           ,Olympic Recovery Center                                                         ,"8645 Martin Way East
                                                                                                       Lacey, WA 98516"                                           ,360-559-2547
washington           ,Meier Clinics Bothell                                                           ,"22232 17th Avenue Southeast Suite 302
                                                                                                       Bothell, WA 98021"                                         ,800-698-9317
washington           ,Cascadia Bountiful Life Addiction Treatment Center                              ,"2817 Wheaton Way Suite 205
                                                                                                       Bremerton, WA 98310"                                       ,360-373-0155
washington           ,MERIT Resource Services Ellensburg                                              ,"200 East 3rd Avenue Room 30
                                                                                                       Ellensburg, WA 98926"                                      ,509-925-9821
washington           ,Willapa Behavioral Health Long Beach                                            ,"2204 Pacific Avenue North
                                                                                                       Long Beach, WA 98631"                                      ,360-642-3787
washington           ,Colville Tribal Alcohol and Drug Program                                        ,"21 Colville Street
                                                                                                       Nespelem, WA 99155"                                        ,509-634-2200
washington           ,Pinnacle Peak Institute                                                         ,"1822 Black Lake Boulevard Southwest Suite 101
                                                                                                       Olympia, WA 98512"                                         ,360-704-0086
washington           ,Cedar Grove Counseling                                                          ,"806 South Vine Street
                                                                                                       Port Angeles, WA 98362"                                    ,360-452-2443
washington           ,A Change Into Recovery                                                          ,"719 East Main Avenue
                                                                                                       Puyallup, WA 98372"                                        ,253-841-8165
washington           ,Thunderbird Treatment Center                                                    ,"9236 Renton Avenue South
                                                                                                       Seattle, WA 98118"                                         ,206-722-7152
washington           ,Social Treatment Opportunity Programs STOP                                      ,"611 West Cota Street
                                                                                                       Shelton, WA 98584"                                         ,360-426-5654
washington           ,Center for Human Services Shoreline 148th                                       ,"14803 15th Avenue Northeast
                                                                                                       Shoreline, WA 98155"                                       ,206-362-7282
washington           ,Frontier Behavioral Health Raschko                                              ,"5125 North Market Street
                                                                                                       Spokane, WA 99217"                                         ,509-458-7450
washington           ,Galland Ashlock Family Resource Center                                          ,"2323 North Discovery Place
                                                                                                       Spokane Valley, WA 99216"                                  ,509-747-4174
washington           ,Yakama Nation Comprehensive Community Alcoholism                                ,"20 Gunnyon Road
                                                                                                       Toppenish, WA 98948"                                       ,509-865-5121
washington           ,Cowlitz Indian Tribe Health and Human Services                                  ,"7700 NE 26th Ave.
                                                                                                       Vancouver, WA 98665"                                       ,3609472247
washington           ,Northwest Behavioral Clinic                                                     ,"917 Pitcher Street
                                                                                                       Yakima, WA 98901"                                          ,509-457-8554
washington           ,Nexus Youth and Families Behavioral Health Services                             ,"1000 Auburn Way South
                                                                                                       Auburn, WA 98002"                                          ,253-939-2202
washington           ,CCS Recovery Center Bellingham                                                  ,"515 Lakeway Drive
                                                                                                       Bellingham, WA 98225"                                      ,360-676-2187
washington           ,Whatcom County Triage Center                                                    ,"2026 Division Street
                                                                                                       Bellingham, WA 98226"                                      ,360-676-2020
washington           ,Waterfront Counseling                                                           ,"228 Cherry Street
                                                                                                       Blaine, WA 98230"                                          ,360-332-1000
washington           ,Kitsap Mental Health Services                                                   ,"5455 Almira Drive Northeast
                                                                                                       Bremerton, WA 98311"                                       ,360-373-5031
washington           ,Lake Chelan Health                                                              ,"503 East Highland Avenue
                                                                                                       Chelan, WA 98816"                                          ,509-682-3300
washington           ,Sauk Suiattle Indian Tribe Medical and Behavioral Health Clinic                 ,"5318 Chief Brown Lane
                                                                                                       Darrington, WA 98241"                                      ,360-436-0131
washington           ,Lakeside Milam Recovery Centers Edmonds                                         ,"7935 Lake Ballinger Way
                                                                                                       Edmonds, WA 98026"                                         ,425-670-3664
washington           ,Evergreen Recovery Centers Pregnant and Parenting Womens Residential            ,"2601 Summit Avenue Bldg. A
                                                                                                       Everett, WA 98201"                                         ,425-493-5310
washington           ,La Esperanza Health Counseling Services                                         ,"20815 67th Avenue West Suite 201
                                                                                                       Lynnwood, WA 98036"                                        ,425-248-4534
washington           ,New Traditions                                                                  ,"9045 16th Avenue Southwest
                                                                                                       Seattle, WA 98106"                                         ,206-762-7207
washington           ,Rites of Passage NW                                                             ,"142 East Strong Road
                                                                                                       Shelton, WA 98584"                                         ,360-927-6404
washington           ,ADEPT Spokane                                                                   ,"1321 North Ash Street
                                                                                                       Spokane, WA 99201"                                         ,509-327-3120
washington           ,Sunshine Behavioral Health                                                      ,"1102 South Raymond Road
                                                                                                       Spokane Valley, WA 99206"                                  ,509-892-4342
washington           ,THIRA Health                                                                    ,"11400 SE 6th St Ste 200,
                                                                                                       Bellevue, WA 98004"                                        ,425-650-1044
washington           ,Eastside Center for Family                                                      ,"2025 112th Avenue Northeast Suite 201
                                                                                                       Bellevue, WA 98004"                                        ,425-462-8558
washington           ,Adept Assessment Treatment Center                                               ,"218 North Oak Street
                                                                                                       Colville, WA 99114"                                        ,509-684-2349
washington           ,Sunrise Community Behavioral Health Snohomish                                   ,"1021 North Broadway Avenue
                                                                                                       Everett, WA 98201"                                         ,425-493-5800
washington           ,Sea Mar Community Health Centers Federal Way Medical Clinic                     ,"31405 18th Avenue South
                                                                                                       Federal Way, WA 98003"                                     ,253-681-6600
washington           ,Associated Behavioral Health Care Kent                                          ,"841 Central Avenue North Suite C-215
                                                                                                       Kent, WA 98032"                                            ,253-867-5344
washington           ,Evergreen Recovery Centers Lynnwood Outpatient                                  ,"4230 198th Street Southwest
                                                                                                       Lynnwood, WA 98036"                                        ,425-248-4900
washington           ,Juanita Center                                                                  ,"627 5th Street
                                                                                                       Mukilteo, WA 98275"                                        ,425-328-9528
washington           ,First Things First 123                                                          ,"1905 4th Avenue East Suite B
                                                                                                       Olympia, WA 98506"                                         ,360-388-0600
washington           ,True North Thurston County                                                      ,"6005 Tyee Drive Southwest
                                                                                                       Olympia, WA 98512"                                         ,360-464-6867
washington           ,Jonathan M Wainwright Memorial VA Medical Center Richland VA Clinic             ,"825 Jadwin Avenue Suite 250, 2nd Floor
                                                                                                       Richland, WA 99352"                                        ,509-946-1020
washington           ,Ryther                                                                          ,"2400 Northeast 95th Street
                                                                                                       Seattle, WA 98115"                                         ,206-525-5050
washington           ,Step By Step Recovery House Ministries                                          ,"1039 South 128th Street
                                                                                                       Seattle, WA 98168"                                         ,206-353-7501
washington           ,Consejo Counseling and Referral Service Shelton                                 ,"627 West Franklin Street
                                                                                                       Shelton, WA 98584"                                         ,360-763-5610
washington           ,New Directions Counseling Shelton                                               ,"506 West Franklin Street
                                                                                                       Shelton, WA 98584"                                         ,360-427-5232
washington           ,MDC Behavioral Health and Recovery                                              ,"721 Fawcett Avenue Suite 100
                                                                                                       Tacoma, WA 98402"                                          ,253-593-2740
washington           ,Western Psychological and Counseling Services Salmon Creek Vancouver            ,"2103 Northeast 129th Street Suite 101
                                                                                                       Vancouver, WA 98686"                                       ,360-574-9303
washington           ,Community Resource Group                                                        ,"7901 West Nob Hill Boulevard
                                                                                                       Yakima, WA 98908"                                          ,509-965-5216
washington           ,Lutheran Community Services Tri Cities Kennewick                                ,"3321 West Kennewick Avenue Suite 150
                                                                                                       Kennewick, WA 99336"                                       ,509-735-6446
washington           ,Tacoma Recovery Cafe                                                            ,"1321 Martin Luther King Jr Way
                                                                                                       Tacoma, Washington 98405"                                  ,253-533-9361
washington           ,Imagine Bellevue                                                                ,"13037 Northeast Bel-Red Road Suite 102
                                                                                                       Bellevue, WA 98005"                                        ,208-369-9511
washington           ,Follman Counseling Agency                                                       ,"910 South Anacortes Street
                                                                                                       Burlington, WA 98233"                                      ,360-755-1125
washington           ,ADEPT Assessment Center Deer Park                                               ,"104 West Crawford Street
                                                                                                       Deer Park, WA 99006"                                       ,509-276-2797
washington           ,Forks Community Hospital West End Outreach Services                             ,"551 Bogachiel Way
                                                                                                       Forks, WA 98331"                                           ,360-374-5011
washington           ,Family Health Center 14th Avenue Clinic                                         ,"784 14th Avenue
                                                                                                       Longview, WA 98632"                                        ,360-703-6400
washington           ,Saint John Medical Center Behavioral Health                                     ,"1615 Delaware Street
                                                                                                       Longview, WA 98632"                                        ,360-414-2000
washington           ,Alternatives Professional Counseling                                            ,"203 4th Avenue East Suites 301
                                                                                                       Olympia, WA 98501"                                         ,360-357-7986
washington           ,Pioneer Human Services CORP Seattle                                             ,"11900 Beacon Avenue South
                                                                                                       Seattle, WA 98178"                                         ,206-772-6900
washington           ,New Start Clinics Spokane                                                       ,"6614 East Main Avenue
                                                                                                       Spokane, WA 99212"                                         ,509-587-0105
washington           ,Lifeline Connections Recovery Resource Center                                   ,"9317 Northeast Highway 99 Suite M
                                                                                                       Vancouver, WA 98665"                                       ,360-787-9315
washington           ,Sea Mars Vancouver Delaware Behavioral Health Center                            ,"7410 Delaware Lane
                                                                                                       Vancouver, WA 98664"                                       ,360-566-4402
washington           ,Catholic Charities Serving Central Wenatchee                                    ,"145 South Worthen Street
                                                                                                       Wenatchee, WA 98801"                                       ,509-662-6761
washington           ,Comprehensive Healthcare White Salmon Center                                    ,"432 Northeast Tohomish Street
                                                                                                       White Salmon, WA 98672"                                    ,509-493-3400
washington           ,Action Counseling                                                               ,"4911 West Canal Drive
                                                                                                       Kennewick, WA 99336"                                       ,509-735-7410
washington           ,Sea Mar CSNW Fourth Plain                                                       ,"1601 East Fourth Plain Boulevard Bldg. 17, Suite B222
                                                                                                       Vancouver, WA 98661"                                       ,360-558-5795
washington           ,First Step Community Counseling Services Kennewick                              ,"415 North Morain Street
                                                                                                       Kennewick, WA 99336"                                       ,509-735-6900
washington           ,Prosperity Counseling and Services                                              ,"5001 112th St E
                                                                                                       Tacoma, WA 98446"                                          ,253-536-5448
washington           ,Social Treatment Opportunity Programs Aberdeen Treatment Center                 ,"114 North Park Street
                                                                                                       Aberdeen, WA 98520"                                        ,360-533-4997
washington           ,Sea Mar Community Health Centers Anacortes Behavioral Health Clinic             ,"1004 M Avenue
                                                                                                       Anacortes, WA 98221"                                       ,360-542-8819
washington           ,Muckleshoot Indian Tribe Behavioral Health                                      ,"17813 Southeast 392nd Street
                                                                                                       Auburn, WA 98092"                                          ,253-804-8752
washington           ,Professional Alcohol and Drug                                                   ,"1800 112th Ave Northeast Suite 150
                                                                                                       Bellevue, WA 98004"                                        ,425-646-4000
washington           ,Lummi CARE Program                                                              ,"2530 Kwina Road
                                                                                                       Bellingham, WA 98226"                                      ,360-312-2420
washington           ,La Esperanza Health Counseling Services Burien                                  ,"15405 1st Avenue South
                                                                                                       Burien, WA 98148"                                          ,206-306-2690
washington           ,Navos Mental Health and Wellness Center                                         ,"1210 Southwest 136th Street
                                                                                                       Burien, WA 98166"                                          ,206-257-6600
washington           ,Providence St Peter Hospital Chemical Dependency Center                         ,"4800 College Street Southeast
                                                                                                       Lacey, WA 98503"                                           ,360-456-7575
washington           ,Eastern State Hospital                                                          ,"850 Maple Street
                                                                                                       Medical Lake, WA 99022"                                    ,509-565-4352
washington           ,STOP Treatment Center Moses Lake                                                ,"104 West Broadway
                                                                                                       Moses Lake, WA 98837"                                      ,509-855-9494
washington           ,Diane Hutcheson ARNP Avalon Center                                              ,"19655 1st Avenue South Suite 203
                                                                                                       Normandy Park, WA 98148"                                   ,206-935-6228
washington           ,Cascade Hall                                                                    ,"204 Northeast 94th Street
                                                                                                       Seattle, WA 98115"                                         ,206-461-4580
washington           ,Alternative Counseling Spanaway                                                 ,"17002 Pacific Avenue South
                                                                                                       Spanaway, WA 98387"                                        ,253-538-2323
washington           ,Pacific Northwest Adult and Teen Challenge Spokane Campus                       ,"2400 North Craig Road
                                                                                                       Spokane, WA 99224"                                         ,509-244-5610
washington           ,New Connections Irmas House                                                     ,"613 South 15th Street
                                                                                                       Tacoma, WA 98405"                                          ,253-617-1405
washington           ,Astria Toppenish Hospital                                                       ,"502 West 4th Avenue
                                                                                                       Toppenish, WA 98948"                                       ,509-865-3105
washington           ,Cascade Behavioral Health                                                       ,"12844 Military Road South
                                                                                                       Tukwila, WA 98168"                                         ,206-745-4473
washington           ,Western Psychological and Counseling Services 51st street                       ,"7507 Northeast 51st Street
                                                                                                       Vancouver, WA 98662"                                       ,360-906-1190
washington           ,Center for Counseling and Psychotherapy                                         ,"1015 South 40th Avenue Suite 21-23
                                                                                                       Yakima, WA 98908"                                          ,509-966-7246
washington           ,Comprehensive Healthcare Horizons Club                                          ,"220 West 4th Avenue
                                                                                                       Ellensburg, WA 98926"                                      ,509-925-1372
washington           ,New Start Clinics – Spokane Valley                                              ,"6614 E Main Ave
                                                                                                       Spokane Valley, WA 99212"                                  ,5093162438
washington           ,Intercept Associates                                                            ,"30620 Pacific Highway South Suite 107
                                                                                                       Federal Way, WA 98003"                                     ,253-941-7555
washington           ,Trilogy Recovery Community Walla Walla                                          ,"120 East Birch Street Suite 14
                                                                                                       Walla Walla, WA 99362"                                     ,509-876-4525
washington           ,Triumph Parkway Place Transitional Housing                                      ,"122 South 3rd Street
                                                                                                       Yakima, WA 98901"                                          ,509-248-1800
washington           ,Lifeline Connections Bellingham Office                                          ,"4120 Meridian Street Ste. 220
                                                                                                       Bellingham, WA 98226"                                      ,360-922-3030
washington           ,Ideal Option Spokane Valley                                                     ,"1215 N McDonald Rd
                                                                                                       Ste. 201
                                                                                                       Spokane Valley, WA 99216"                                  ,877-522-1275
washington           ,Lakeside Milam Everett                                                          ,"9930 Evergreen Way Bldg X, Suite 103
                                                                                                       Everett, WA 98204"                                         ,425-267-9573
washington           ,Eleanor Health                                                                  ,"4310 Colby Ave Suite 201
                                                                                                       Everett, WA 98203"                                         ,8664650590
washington           ,MDC The Center for Substance Abuse Recovery                                     ,"721 Fawcett Avenue Suite 201
                                                                                                       Tacoma, WA 98402"                                          ,253-593-2740
washington           ,Northpoint Seattle                                                              ,"2111 North Northgate Way No 102A
                                                                                                       Seattle, WA 98005"                                         ,425-800-6798
washington           ,Compass Health Coupeville                                                       ,"20 Northwest 1st Street
                                                                                                       Coupeville, WA 98239"                                      ,360-678-5555
washington           ,BAART Programs Bremerton                                                        ,"1520 NE Riddell Rd Ste 110
                                                                                                       Bremerton, WA 98310"                                       ,360-228-7246
washington           ,2nd Chance Recovery Center                                                      ,"235 Southwest 153rd Street
                                                                                                       Burien, WA 98166"                                          ,206-242-4915
washington           ,Northwest Indian Treatment Center                                               ,"308 East Young Street
                                                                                                       Elma, WA 98541"                                            ,360-482-2674
washington           ,American Behavioral Health Systems                                              ,"12715 East Mission Avenue
                                                                                                       Spokane Valley, WA 99216"                                  ,509-232-5766
washington           ,Compass Health Mukilteo Evaluation and Treatment                                ,"10710 Mukilteo Speedway
                                                                                                       Mukilteo, WA 98275"                                        ,425-349-8888
washington           ,STOP Treatment Center Kent                                                      ,"610 West Meeker Street Suite 103
                                                                                                       Kent, WA 98032"                                            ,253-234-1190
washington           ,Ideal Option Kennewick                                                          ,"8508 West Gage Boulevard Suite A101
                                                                                                       Kennewick, WA 99336"                                       ,877-522-1275
washington           ,Fairfax Behavioral Health Everett                                               ,"916 Pacific Avenue
                                                                                                       Everett, WA 98201"                                         ,425-446-3000
washington           ,Sound Integrated Health                                                         ,"131 SW 156th St Suite 100
                                                                                                       Burien, WA 98166"                                          ,253-478-0827
washington           ,Everett Treatment Services                                                      ,"7207 Evergreen Way Ste P
                                                                                                       Everett, WA 98203"                                         ,425-347-9070
washington           ,Tri Cities Community Health                                                     ,"515 W Court St
                                                                                                       Pasco, WA 99301"                                           ,509-547-2204
washington           ,NW Family Recovery Solutions                                                    ,"710 Bay St
                                                                                                       Port Orchard, WA 98366"                                    ,844-701-9974
washington           ,American Behavioral Health Systems                                              ,"12715 East Mission Avenue
                                                                                                       Spokane Valley, WA 99216"                                  ,509-232-5766
washington           ,Quality Behavioral Health Clarkston                                             ,"900 7th Street
                                                                                                       Clarkston, WA 99403"                                       ,509-758-3341
washington           ,Triumph Treatment Services CDAC                                                 ,"120 S. 3rd St.
                                                                                                       Yakima, WA 98901"                                          ,509-248-1800
washington           ,New Start Clinics Yakima                                                        ,"611 North 1st Street
                                                                                                       Yakima, WA 98901"                                          ,5093162357
washington           ,Triumph Treatment Services Inspirations                                         ,"3300 Roosevelt Avenue
                                                                                                       Yakima, WA 98902"                                          ,509-571-1455
washington           ,Ideal Option Everett                                                            ,"4301 Hoyt Ave
                                                                                                       Everett, WA 98203"                                         ,877-522-1275
washington           ,Pacific Northwest Adult and Teen Challenge Seattle Metro Campus for Men         ,"18611 148th Avenue Southeast
                                                                                                       Renton, WA 98058"                                          ,425-226-2608
washington           ,Sound Mental Health Northgate                                                   ,"9706 4th Avenue Northeast Suite 303
                                                                                                       Seattle, WA 98115"                                         ,206-302-2900
washington           ,Lifeline Connections Crisis Wellness Center                                     ,"5197 Northwest Lower River Road Building 1
                                                                                                       Vancouver, WA 98660"                                       ,360-205-1222
washington           ,Lakewood Comprehensive Treatment Center                                         ,"9500 Front Street Suite 100
                                                                                                       Lakewood, WA 98499"                                        ,855-447-7802
washington           ,Port Gardner Bay Recovery                                                       ,"2722 Colby Avenue Suite 515
                                                                                                       Everett, WA 98201"                                         ,425-252-4656
washington           ,Eugenia Center Substance Use Disorder Center                                    ,"151 North Market Boulevard
                                                                                                       Ste A
                                                                                                       Chehalis, WA 98532"                                        ,360-740-9767
washington           ,Social Treatment Opportunity Programs Kent                                      ,"610 W Meeker St Suite 103
                                                                                                       Kent, WA 98032"                                            ,253-234-1190
washington           ,Family Therapy and Recovery                                                     ,"615 2nd St.
                                                                                                       Tacoma, WA 98403"                                          ,253-220-9452
washington           ,Sequoia Detox Centers                                                           ,"10305 E Montgomery Dr
                                                                                                       Spokane Valley, WA 99206"                                  ,8668240709
washington           ,THS Therapeutic Health Services Everett                                         ,"9930 Evergreen Way Building Z-150
                                                                                                       Everett, WA 98204"                                         ,425-347-5121
washington           ,Northwest Integrated Health – North Tacoma                                      ,"5929 Westgate Blvd Ste A
                                                                                                       Tacoma, WA 98406"                                          ,253-503-0226
washington           ,Riverton Place                                                                  ,"3020 South 128th Street
                                                                                                       Burien, WA 98168"                                          ,206-242-5585
washington           ,Family Health Center North Beach Clinic                                         ,"21610 Pacific Highway
                                                                                                       Ocean Park, WA 98640"                                      ,360-665-3000
washington           ,Avalon Center                                                                   ,"6957 California Avenue Southwest
                                                                                                       Seattle, WA 98136"                                         ,206-935-6228
washington           ,Fort Lewis Army Substance Abuse Program                                         ,"Building 2006 A Room 211
                                                                                                       Tacoma, WA 98433"                                          ,253-968-4851
washington           ,Tulalip Health System Behavioral Health                                         ,"2821 Mission Hill Road
                                                                                                       Tulalip, WA 98271"                                         ,360-716-4347
washington           ,Northwest Resources One                                                         ,"33438 1st Way S
                                                                                                       Federal Way, WA 98003"                                     ,206-824-9273
washington           ,Northwest Integrated Health – Lakewood                                          ,"9720 S Tacoma Way
                                                                                                       Lakewood, WA 98499"                                        ,253-503-3666
washington           ,LifeStance Health Vancouver on 51st                                             ,"7507 NE 51st St #6007
                                                                                                       Vancouver, WA 98662"                                       ,360-906-1190
washington           ,Federal Way VA Clinic                                                           ,"34617 11th Place South
                                                                                                       Federal Way, WA 98003"                                     ,253-336-4142
washington           ,Bridges Treatment and Recovery Ferndale                                         ,"6044 Portal Way Suite 103
                                                                                                       Ferndale, WA 98248"                                        ,360-393-4218
washington           ,Colville Tribal Alcohol and Drug Program Keller                                 ,"11669 Washington 21
                                                                                                       Keller, WA 99140"                                          ,509-634-2260
washington           ,A Brighter Tomorrow Counseling Service                                          ,"7511 Custer Road West
                                                                                                       Lakewood, WA 98499"                                        ,253-507-8367
washington           ,Evergreen Treatment Services South Sound Clinic                                 ,"6700 Martin Way East Suite 117
                                                                                                       Olympia, WA 98516"                                         ,360-413-6910
washington           ,Foundation for Multicultural Solutions El Camino Program                        ,"2316 South State Street Suite B
                                                                                                       Tacoma, WA 98405"                                          ,253-572-3214
washington           ,Nueva Vida Counseling                                                           ,"402 West 1st Avenue
                                                                                                       Toppenish, WA 98948"                                       ,509-865-9034
washington           ,True North Student Assistance and Treatment Service Thurston County             ,"6005 Tyee Drive Southwest
                                                                                                       Tumwater, WA 98512"                                        ,360-464-6867
washington           ,Freedom Recovery                                                                ,"715 East Yelm Avenue Suite 6
                                                                                                       Yelm, WA 98597"                                            ,360-960-8595
washington           ,Lourdes Desert Hope                                                             ,"1020 S 7th Ave
                                                                                                       Pasco, WA 99301"                                           ,509-547-9000
washington           ,Royal Life Centers Federal Way                                                  ,"1723 Bonney Ave
                                                                                                       Sumner, WA 98390"                                          ,877-732-6837
washington           ,Child Study and Treatment Center                                                ,"8805 Steilacoom Boulevard Southwest
                                                                                                       Lakewood, WA 98498"                                        ,253-756-2504
washington           ,American Behavioral Health Systems Western Washington                           ,"1550 Irving Street Southwest
                                                                                                       Olympia, WA 98512"                                         ,360-507-8030
washington           ,Peninsula Behavioral Health Front Street Clinic                                 ,"621 East Front Street
                                                                                                       Port Angeles, WA 98362"                                    ,360-912-8133
washington           ,ABHC Associated Behavioral Health Care West Seattle                             ,"4711 44th Avenue Southwest Suite A
                                                                                                       Seattle, WA 98116"                                         ,206-935-1282
washington           ,Jonathan M Wainwright Memorial VA Medical Center                                ,"77 Wain Wright Drive
                                                                                                       Walla Walla, WA 99362"                                     ,509-525-5200
washington           ,Antioch Counseling and Treatment Services ACTS Redmond                          ,"12316 134th Court Northeast
                                                                                                       Redmond, WA 98052"                                         ,425-284-2652
washington           ,Valley Cities Kent                                                              ,"325 W Gowe St
                                                                                                       Kent, WA 98032"                                            ,253-833-7444
washington           ,Kaiser Permanente Cascade Park Medical Office                                   ,"12607 SE Mill Plain Blvd
                                                                                                       Vancouver, WA 98684"                                       ,800-813-2000
washington           ,Lincoln County Alcohol and Drug Center                                          ,"505 First Street Suite A
                                                                                                       Davenport, WA 99122"                                       ,509-725-2111
washington           ,Enumclaw Youth and Family Services                                              ,"1356 Cole Street
                                                                                                       Enumclaw, WA 98022"                                        ,360-825-4586
washington           ,Fresh Start Housing Olympia                                                     ,"3403 Steamboat Island Road
                                                                                                       Olympia, WA 98502"                                         ,360-481-6949
washington           ,Sea Mar Community Health Center Olympia Medical Clinic                          ,"3030 Limited Lane Northwest
                                                                                                       Olympia, WA 98502"                                         ,360-491-1399
washington           ,Discovery Behavioral Healthcare                                                 ,"884 West Park Avenue
                                                                                                       Port Townsend, WA 98368"                                   ,360-385-0321
washington           ,Guardian Recovery Program                                                       ,"4812 Aurora Avenue North
                                                                                                       Seattle, WA 98103"                                         ,509-293-9466
washington           ,MGA Crisis Intervention                                                         ,"3628 Meridian St #139
                                                                                                       Bellingham, WA 98225"                                      ,360-200-5658
washington           ,Whatcom Community Detox                                                         ,"2030 Division St
                                                                                                       Bellingham, WA 98226"                                      ,360-676-2020
washington           ,Northwest Integrated Health – South Tacoma                                      ,"3727 S Tacoma Way
                                                                                                       Tacoma, WA 98409"                                          ,253-300-7474
washington           ,Newport Academy Port Townsend                                                   ,"3804 Hastings Ave W
                                                                                                       Port Townsend, WA 98368"                                   ,844-277-3533
washington           ,Navos Lake Burien Health Center for Youth                                       ,"1033 Southwest 152nd Street
                                                                                                       Burien, WA 98166"                                          ,206-242-1698
washington           ,Advanced Comprehensive Treatment                                                ,"616 Valley Mall Parkway B
                                                                                                       East Wenatchee, WA 98802"                                  ,509-884-1020
washington           ,Teen Challenge Graham Womens Campus                                             ,"21115 92nd Avenue East
                                                                                                       Graham, WA 98338"                                          ,253-846-0888
washington           ,Behavioral Health Resources Hoquiam                                             ,"205 8th Street
                                                                                                       Hoquiam, WA 98550"                                         ,360-236-5328
washington           ,Asian Counseling Treatment Services Lynnwood                                    ,"4629 168th Street Southwest Suite E
                                                                                                       Lynnwood, WA 98037"                                        ,425-776-1290
washington           ,Klallam Counseling Services                                                     ,"243613 Hwy 101 West
                                                                                                       Port Angeles, WA 98362"                                    ,360-452-4432
washington           ,Sound Mental Health Stillwater House                                            ,"8705 166th Avenue Northeast
                                                                                                       Redmond, WA 98052"                                         ,206-901-2000
washington           ,Alternatives Seattle                                                            ,"3123 Eastlake Avenue East Suite 100
                                                                                                       Seattle, WA 98102"                                         ,206-323-4750
washington           ,Seattle Counseling Services                                                     ,"2033 6th Avenue
                                                                                                       Seattle, WA 98121"                                         ,206-323-1768
washington           ,Raging River Recovery Center                                                    ,"9575 Ethan Wade Way Southeast
                                                                                                       Snoqualmie, WA 98065"                                      ,425-831-5425
washington           ,ABSOLUTE Ministries                                                             ,"1402 Lake Tapps Pkwy SE
                                                                                                       Auburn, WA 98092"                                          ,877-306-5799
washington           ,Ideal Option Auburn                                                             ,"1811 Howard Rd Suite 101
                                                                                                       Auburn, WA 98002"                                          ,877-522-1275
washington           ,Lummi Counseling Services                                                       ,"2694 Kwina Rd
                                                                                                       Bellingham, WA 98226"                                      ,360-380-6945
washington           ,Trillium Treatment Center                                                       ,"528 W 8th St
                                                                                                       Port Angeles, WA 98362"                                    ,360-457-9200
washington           ,NW Family Recovery Solutions                                                    ,"710 Bay St
                                                                                                       Port Orchard, WA 98366"                                    ,844-701-9974
washington           ,Square One                                                                      ,"16310 NE 80th St
                                                                                                       Redmond, WA 98052"                                         ,425-689-5170
washington           ,Ideal Option Vancouver on 131st                                                 ,"406 SE 131st Ave #104
                                                                                                       Vancouver, WA 98683"                                       ,877-522-1275
State_Name           ,Name                                                                            ,Address                                                    ,Contact
district-of-columbia ,Family and Medical Counseling Services                                          ,"2041 Martin Luther King Junior Avenue Southeast 3rd Floor
                                                                                                       Washington, DC 20020"                                      ,202-889-7900
district-of-columbia ,Samaritan Inns                                                                  ,"2523 14th Street Northwest
                                                                                                       Washington, DC 20009"                                      ,202-667-8831
district-of-columbia ,The Better Way Program                                                          ,"4601 Sheriff Rd NE ward 7
                                                                                                       Washington, DC 20019"                                      ,202-396-4290
district-of-columbia ,Regional Addiction Prevention RAP Residential and Outpatient Treatment Facility ,"1949 4th Street Northeast Ward 5
                                                                                                       Washington, DC 20002"                                      ,202-462-7500
district-of-columbia ,Salvation Army Harbor Light Center                                              ,"2100 New York Ave NE #5B
                                                                                                       Washington, DC 20002"                                      ,202-269-6333
district-of-columbia ,Behavioral Health Group BHG                                                     ,"1320 Good Hope Road Southeast
                                                                                                       Washington, DC 20020"                                      ,202-610-1886
district-of-columbia ,Life Stride                                                                     ,"3005 Bladensburg Road Northeast
                                                                                                       Washington, DC 20018"                                      ,202-635-2320
district-of-columbia ,Clean and Sober Street 2 North                                                  ,"425 2nd Street Northwest
                                                                                                       Washington, DC 20001"                                      ,202-783-7343
district-of-columbia ,Kolmac Outpatient Recovery Centers                                              ,"1411 K Street Northwest Suite 703
                                                                                                       Washington, DC 20005"                                      ,888-290-1979
district-of-columbia ,The Calvin Rolark Center                                                        ,"1949 4th St NE
                                                                                                       Washington, DC 20002"                                      ,202-462-7500
district-of-columbia ,Andromeda Transcultural Health                                                  ,"1400 Decatur Street Northwest
                                                                                                       Washington, DC 20011"                                      ,202-291-4707
district-of-columbia ,MedStar Health Outpatient Behavioral Health at Washington                       ,"216 Michigan Avenue Northeast
                                                                                                       Washington, DC 20017"                                      ,202-877-6333
district-of-columbia ,Federal City Recovery Services                                                  ,"601 Raleigh Place Southeast
                                                                                                       Washington, DC 20032"                                      ,202-735-5579
district-of-columbia ,Whitman Walker Health                                                           ,"1525 14th Street Northwest
                                                                                                       Washington, DC 20005"                                      ,202-939-7623
district-of-columbia ,The Palisades House Men’s Sober Living                                          ,"1638 R St NW
                                                                                                       Washington, DC 20009"                                      ,800-678-1797
district-of-columbia ,Addiction Prevention & Recovery Administration                                  ,"64 New York Ave NW
                                                                                                       Washington, DC 20002"                                      ,202-442-5955
district-of-columbia ,Aquila Recovery Clinic                                                          ,"5101 Wisconsin Ave Suite 325
                                                                                                       Washington, DC 20016"                                      ,20- 618-9125
district-of-columbia ,Psychiatric Institute of Washington                                             ,"4228 Wisconsin Avenue Northwest
                                                                                                       Washington, DC 20016"                                      ,800-369-2273
district-of-columbia ,Providence Health Services Care Center My Health GPS                            ,"1150 Varnum Street Northeast
                                                                                                       Washington, DC 20017"                                      ,202-854-4477
